@relation trainingset

@attribute age numeric
@attribute job {JobCat6,JobCat9,JobCat11,JobCat10,JobCat4,JobCat1,JobCat2,JobCat7,JobCat3,JobCat8,JobCat5,unknown}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary,low}
@attribute gender {m,f}
@attribute incumbent {yes,no}
@attribute profile {low,med,high}
@attribute party {SF,FG,NP,FF,PBP,Renu,SDP,LAB}
@attribute outcome {eliminated,elected}

@data
36,JobCat9,married,secondary,m,yes,low,FG,eliminated
34,JobCat6,married,tertiary,m,yes,low,FG,elected
50,JobCat9,married,primary,m,no,low,FG,eliminated
40,JobCat6,married,tertiary,m,yes,low,NP,eliminated
42,JobCat10,divorced,secondary,m,no,low,NP,eliminated
43,JobCat9,divorced,secondary,m,yes,low,NP,eliminated
36,JobCat3,divorced,secondary,m,yes,low,NP,elected
43,JobCat4,divorced,tertiary,m,yes,low,NP,eliminated
36,JobCat3,married,secondary,m,no,low,NP,eliminated
48,JobCat7,married,secondary,m,no,low,NP,eliminated
53,JobCat9,divorced,secondary,m,yes,low,NP,eliminated
46,JobCat9,married,unknown,m,yes,low,NP,eliminated
48,JobCat9,married,secondary,m,yes,low,NP,eliminated
54,JobCat4,married,tertiary,m,no,low,NP,eliminated
36,JobCat3,married,secondary,m,yes,low,NP,eliminated
51,JobCat11,married,secondary,m,no,low,NP,eliminated
44,JobCat11,married,secondary,m,yes,low,NP,eliminated
60,JobCat8,married,primary,m,no,low,NP,elected
52,JobCat9,married,unknown,m,yes,low,NP,eliminated
48,JobCat6,single,tertiary,m,no,low,NP,eliminated
57,JobCat3,married,secondary,m,no,low,NP,eliminated
57,JobCat3,married,secondary,m,no,low,NP,eliminated
35,JobCat7,single,secondary,m,yes,low,NP,eliminated
54,JobCat6,married,unknown,m,yes,low,NP,eliminated
59,JobCat11,married,secondary,m,yes,low,NP,eliminated
28,JobCat11,single,secondary,m,yes,low,NP,eliminated
48,JobCat9,married,secondary,m,no,low,NP,eliminated
41,JobCat8,single,tertiary,m,no,low,NP,elected
59,JobCat3,married,primary,m,no,low,NP,eliminated
55,JobCat9,married,secondary,m,no,low,NP,eliminated
42,JobCat9,married,secondary,m,no,low,NP,eliminated
56,JobCat9,single,tertiary,m,no,low,NP,eliminated
24,JobCat3,single,secondary,m,yes,low,NP,eliminated
52,JobCat6,married,tertiary,m,no,low,NP,eliminated
44,JobCat9,married,secondary,m,no,low,NP,eliminated
50,JobCat9,married,secondary,m,yes,low,NP,eliminated
27,JobCat7,married,secondary,m,no,low,NP,eliminated
51,JobCat9,married,unknown,m,yes,low,NP,eliminated
49,JobCat6,divorced,tertiary,m,yes,low,NP,eliminated
57,JobCat11,married,secondary,m,yes,low,NP,eliminated
31,JobCat11,single,secondary,m,yes,low,NP,eliminated
30,JobCat9,married,tertiary,m,yes,low,NP,eliminated
46,JobCat3,married,secondary,m,yes,low,NP,eliminated
34,JobCat7,divorced,secondary,m,yes,low,NP,eliminated
34,JobCat9,married,tertiary,m,yes,low,NP,eliminated
34,JobCat11,married,secondary,m,yes,low,NP,eliminated
46,JobCat3,married,secondary,m,yes,low,NP,eliminated
33,JobCat9,married,secondary,m,yes,low,NP,eliminated
46,JobCat4,married,secondary,m,yes,low,NP,eliminated
28,JobCat6,single,tertiary,m,yes,low,NP,eliminated
25,JobCat8,married,secondary,f,yes,low,NP,eliminated
37,JobCat6,divorced,tertiary,m,yes,low,NP,eliminated
51,JobCat6,single,tertiary,m,yes,low,NP,eliminated
41,JobCat11,single,secondary,m,yes,low,NP,eliminated
53,JobCat9,divorced,secondary,m,yes,low,NP,eliminated
35,JobCat6,married,tertiary,m,yes,low,NP,eliminated
26,JobCat11,married,secondary,m,yes,low,NP,elected
29,JobCat9,single,tertiary,m,no,low,NP,eliminated
29,JobCat6,married,tertiary,m,yes,low,NP,eliminated
36,JobCat4,single,tertiary,m,yes,low,NP,eliminated
37,JobCat3,single,tertiary,m,yes,low,NP,eliminated
53,JobCat9,married,tertiary,m,yes,low,NP,eliminated
31,JobCat6,single,tertiary,m,yes,low,NP,eliminated
33,JobCat3,single,secondary,m,yes,low,NP,eliminated
35,JobCat7,married,secondary,m,yes,low,NP,eliminated
44,JobCat6,married,primary,m,yes,low,NP,eliminated
46,JobCat11,divorced,secondary,m,yes,low,NP,eliminated
28,JobCat7,single,secondary,m,yes,low,NP,eliminated
27,JobCat11,single,secondary,m,yes,low,NP,eliminated
30,JobCat3,single,secondary,m,yes,low,NP,eliminated
29,JobCat7,single,tertiary,m,no,low,NP,eliminated
29,JobCat3,married,secondary,m,yes,low,NP,eliminated
40,JobCat6,married,tertiary,m,yes,low,NP,eliminated
32,JobCat11,single,secondary,m,yes,low,NP,eliminated
33,JobCat9,single,secondary,m,yes,low,NP,eliminated
59,JobCat6,married,tertiary,m,no,low,NP,eliminated
56,JobCat3,married,primary,m,yes,low,NP,eliminated
50,JobCat8,married,secondary,m,yes,low,NP,eliminated
32,JobCat9,single,secondary,m,no,low,NP,eliminated
32,JobCat3,single,secondary,m,yes,low,NP,eliminated
34,JobCat4,single,tertiary,m,yes,low,NP,eliminated
33,JobCat11,married,secondary,m,yes,low,NP,eliminated
30,JobCat3,single,secondary,m,yes,low,NP,eliminated
36,JobCat3,married,primary,m,yes,low,NP,eliminated
45,JobCat3,married,primary,m,yes,low,NP,eliminated
32,JobCat6,married,tertiary,m,yes,low,NP,eliminated
55,JobCat7,divorced,primary,m,yes,low,NP,eliminated
53,JobCat7,married,secondary,m,yes,low,NP,eliminated
37,JobCat4,divorced,tertiary,m,yes,low,NP,eliminated
60,JobCat2,divorced,unknown,m,yes,low,NP,eliminated
36,JobCat6,single,tertiary,m,yes,low,NP,eliminated
26,JobCat9,married,secondary,m,yes,low,NP,eliminated
40,JobCat3,divorced,primary,m,yes,low,NP,eliminated
24,JobCat3,single,primary,m,yes,low,NP,eliminated
45,JobCat9,married,secondary,m,yes,low,NP,eliminated
56,JobCat6,single,tertiary,m,yes,low,NP,eliminated
58,JobCat3,married,secondary,m,yes,low,NP,eliminated
26,JobCat9,single,secondary,m,yes,low,NP,eliminated
28,JobCat3,single,secondary,m,no,low,NP,eliminated
30,JobCat6,married,tertiary,m,no,low,NP,eliminated
49,JobCat6,single,tertiary,m,yes,low,NP,eliminated
47,JobCat6,married,tertiary,f,no,low,NP,eliminated
25,JobCat9,single,secondary,m,yes,low,NP,eliminated
26,JobCat9,single,tertiary,m,yes,low,NP,eliminated
36,JobCat9,divorced,secondary,m,no,low,NP,eliminated
28,JobCat7,single,secondary,m,no,low,NP,eliminated
32,JobCat3,married,secondary,m,yes,low,NP,eliminated
34,JobCat9,married,secondary,m,no,low,NP,eliminated
24,JobCat9,single,tertiary,m,yes,low,NP,eliminated
26,JobCat5,single,secondary,m,yes,low,NP,eliminated
31,JobCat7,single,secondary,m,yes,low,NP,elected
57,JobCat6,divorced,tertiary,m,yes,low,NP,eliminated
27,JobCat6,married,tertiary,m,yes,low,NP,eliminated
30,JobCat7,married,secondary,m,yes,low,NP,eliminated
40,JobCat9,single,secondary,m,yes,low,NP,eliminated
45,JobCat9,single,secondary,m,no,low,NP,eliminated
31,JobCat11,single,secondary,m,no,low,NP,eliminated
47,JobCat2,married,tertiary,m,yes,low,NP,eliminated
37,JobCat9,divorced,secondary,m,yes,low,NP,eliminated
29,JobCat4,married,secondary,m,yes,low,NP,eliminated
49,JobCat6,single,secondary,m,yes,low,NP,eliminated
54,JobCat11,married,secondary,m,no,low,NP,eliminated
33,JobCat3,single,secondary,m,yes,low,NP,eliminated
29,JobCat6,single,tertiary,m,yes,low,NP,eliminated
29,JobCat7,single,secondary,m,yes,low,NP,eliminated
46,JobCat6,divorced,tertiary,m,yes,low,NP,eliminated
28,JobCat8,married,unknown,m,no,low,NP,eliminated
34,JobCat7,married,secondary,m,yes,low,NP,eliminated
33,JobCat3,married,secondary,m,yes,low,NP,eliminated
33,JobCat9,single,secondary,m,yes,low,NP,eliminated
26,JobCat11,married,secondary,m,yes,low,NP,eliminated
27,JobCat7,single,tertiary,m,yes,low,NP,eliminated
33,JobCat9,single,tertiary,m,no,low,NP,eliminated
47,JobCat9,divorced,tertiary,m,yes,low,NP,eliminated
24,JobCat9,divorced,tertiary,m,yes,low,NP,eliminated
29,JobCat9,single,tertiary,m,yes,low,NP,eliminated
27,JobCat11,married,secondary,m,yes,low,NP,eliminated
54,JobCat3,single,unknown,m,yes,low,NP,eliminated
50,JobCat6,married,tertiary,m,no,low,NP,eliminated
55,JobCat9,married,unknown,m,yes,low,NP,eliminated
51,JobCat7,married,secondary,m,yes,low,NP,eliminated
52,JobCat3,married,primary,m,yes,low,NP,eliminated
31,JobCat3,single,tertiary,m,yes,low,NP,eliminated
34,JobCat9,single,secondary,m,yes,low,NP,eliminated
31,JobCat3,single,secondary,m,no,low,NP,eliminated
57,JobCat6,divorced,tertiary,m,no,low,NP,eliminated
37,JobCat9,married,secondary,m,yes,low,NP,eliminated
45,JobCat6,married,tertiary,m,no,low,NP,eliminated
51,JobCat11,married,secondary,m,yes,low,NP,eliminated
35,JobCat3,divorced,secondary,m,yes,low,NP,eliminated
49,JobCat6,single,tertiary,m,yes,low,NP,eliminated
56,JobCat3,married,secondary,m,no,low,NP,eliminated
24,JobCat7,single,secondary,m,yes,low,NP,eliminated
41,JobCat3,divorced,secondary,m,yes,low,NP,eliminated
29,JobCat8,married,tertiary,m,yes,low,NP,eliminated
46,JobCat3,married,primary,m,no,low,NP,eliminated
29,JobCat6,single,tertiary,m,yes,low,NP,eliminated
31,JobCat6,married,tertiary,m,no,low,FF,eliminated
34,JobCat9,single,secondary,m,yes,low,FF,eliminated
53,JobCat7,married,secondary,m,no,low,FF,eliminated
46,JobCat9,married,secondary,m,yes,low,FF,eliminated
47,JobCat9,married,secondary,m,yes,low,FF,eliminated
35,JobCat3,married,primary,m,yes,low,FF,eliminated
56,JobCat7,divorced,secondary,m,yes,low,FF,eliminated
35,JobCat3,married,secondary,m,yes,low,FF,eliminated
55,JobCat1,married,secondary,m,no,low,FF,eliminated
45,JobCat11,married,secondary,m,yes,low,FF,eliminated
37,JobCat3,married,unknown,m,no,low,FF,eliminated
34,JobCat3,single,primary,m,no,low,FF,eliminated
24,JobCat9,single,secondary,m,no,low,FF,eliminated
47,JobCat11,divorced,secondary,m,yes,low,FF,eliminated
49,JobCat3,single,secondary,m,yes,low,FF,eliminated
40,JobCat3,married,secondary,m,yes,low,FF,eliminated
45,JobCat8,married,tertiary,m,yes,low,FF,eliminated
48,JobCat3,married,secondary,m,yes,low,FF,eliminated
45,JobCat1,divorced,primary,m,no,low,FF,eliminated
47,JobCat9,married,secondary,m,yes,low,FF,elected
60,JobCat9,married,secondary,m,no,low,FF,eliminated
29,JobCat10,divorced,tertiary,m,yes,low,FF,elected
54,JobCat7,married,secondary,m,yes,low,FF,eliminated
37,JobCat9,single,secondary,m,yes,low,FF,eliminated
29,JobCat9,single,secondary,m,no,low,FF,eliminated
30,JobCat7,married,secondary,m,yes,low,FF,eliminated
47,JobCat4,married,secondary,m,yes,low,FF,eliminated
32,JobCat3,married,secondary,m,yes,low,FF,eliminated
36,JobCat9,married,tertiary,m,yes,low,FF,eliminated
56,JobCat9,married,secondary,m,no,low,FF,eliminated
34,JobCat10,married,secondary,m,yes,low,FF,eliminated
60,JobCat6,married,tertiary,m,yes,low,FF,elected
56,JobCat3,married,secondary,m,yes,low,FF,eliminated
45,JobCat7,married,secondary,m,yes,low,FF,eliminated
48,JobCat7,married,secondary,m,yes,low,FF,eliminated
47,JobCat11,single,secondary,m,no,low,FF,eliminated
54,JobCat8,married,secondary,m,yes,low,FF,eliminated
36,JobCat7,single,secondary,m,yes,low,FF,eliminated
54,JobCat9,married,secondary,m,yes,low,FF,eliminated
24,JobCat6,single,tertiary,m,no,low,FF,eliminated
35,JobCat6,married,secondary,m,no,low,FF,eliminated
36,JobCat8,married,secondary,m,yes,low,FF,eliminated
55,JobCat6,married,primary,m,no,low,FF,eliminated
40,JobCat9,married,secondary,m,yes,low,FF,eliminated
37,JobCat6,single,tertiary,m,yes,low,FF,eliminated
45,JobCat6,married,tertiary,m,yes,low,FF,eliminated
34,JobCat6,married,tertiary,m,no,low,FF,elected
57,JobCat11,married,secondary,m,no,low,FF,eliminated
49,JobCat11,married,secondary,m,yes,low,FF,eliminated
40,JobCat7,divorced,secondary,m,yes,low,FF,elected
48,JobCat11,single,secondary,m,yes,low,FF,eliminated
33,JobCat7,married,secondary,m,yes,low,FF,eliminated
43,JobCat3,married,secondary,m,yes,low,FF,eliminated
43,JobCat3,married,secondary,m,yes,low,FF,eliminated
36,JobCat9,single,secondary,m,yes,low,FF,eliminated
30,JobCat6,single,secondary,m,yes,low,FF,eliminated
30,JobCat11,single,tertiary,m,no,low,FF,eliminated
56,JobCat4,married,secondary,m,no,low,FF,eliminated
29,JobCat6,single,tertiary,m,no,low,FF,eliminated
29,JobCat9,married,secondary,m,no,low,FF,eliminated
57,JobCat9,married,secondary,m,yes,low,FF,eliminated
36,JobCat11,single,secondary,m,yes,low,FF,eliminated
43,JobCat11,single,secondary,m,yes,low,FF,eliminated
32,JobCat9,married,secondary,m,yes,low,FF,eliminated
42,JobCat6,married,tertiary,m,yes,low,FF,eliminated
53,JobCat9,married,secondary,m,no,low,FF,eliminated
57,JobCat2,married,secondary,m,no,low,FF,eliminated
41,JobCat3,divorced,primary,m,yes,low,FF,eliminated
46,JobCat3,married,secondary,m,yes,low,FF,eliminated
33,JobCat11,married,secondary,m,yes,low,FF,eliminated
58,JobCat2,divorced,secondary,m,yes,low,FF,eliminated
46,JobCat9,married,secondary,m,yes,low,FF,eliminated
26,JobCat10,married,primary,m,yes,low,FF,eliminated
33,JobCat11,married,secondary,m,yes,low,FF,eliminated
29,JobCat6,single,tertiary,m,yes,low,FF,eliminated
42,JobCat7,married,primary,m,yes,low,FF,eliminated
34,JobCat6,married,tertiary,m,yes,low,FF,eliminated
54,JobCat9,divorced,secondary,m,yes,low,FF,eliminated
49,JobCat6,divorced,tertiary,m,yes,low,FF,eliminated
47,JobCat7,married,secondary,m,yes,low,FF,eliminated
34,JobCat7,single,secondary,m,yes,low,FF,eliminated
29,JobCat9,single,secondary,m,yes,low,FF,elected
50,JobCat1,single,primary,m,yes,low,FF,eliminated
58,JobCat2,married,primary,m,yes,low,FF,eliminated
26,JobCat4,married,tertiary,m,no,low,FF,eliminated
47,JobCat3,single,secondary,m,yes,low,FF,eliminated
29,JobCat7,married,primary,m,yes,low,FF,eliminated
30,JobCat3,married,secondary,m,yes,low,FF,eliminated
31,JobCat9,single,tertiary,m,yes,low,FF,eliminated
48,JobCat11,married,primary,m,yes,low,FF,eliminated
52,JobCat4,divorced,tertiary,m,yes,low,FF,eliminated
49,JobCat11,married,secondary,m,no,low,FF,eliminated
46,JobCat6,married,tertiary,m,yes,low,FF,eliminated
42,unknown,single,primary,m,yes,low,FF,eliminated
32,JobCat3,married,secondary,m,yes,low,FF,eliminated
46,unknown,married,unknown,m,no,low,FF,eliminated
52,JobCat6,married,tertiary,m,yes,low,FF,eliminated
29,JobCat6,married,tertiary,m,no,low,FF,elected
25,JobCat11,married,secondary,m,yes,low,FF,eliminated
54,JobCat3,married,secondary,m,yes,low,FF,eliminated
34,JobCat6,single,tertiary,m,no,low,FF,eliminated
30,JobCat9,single,tertiary,m,yes,low,FF,elected
29,JobCat3,married,unknown,m,yes,low,FF,eliminated
42,JobCat3,married,primary,m,yes,low,FF,eliminated
32,JobCat9,single,tertiary,m,yes,low,FF,eliminated
58,JobCat8,married,secondary,m,yes,low,FF,eliminated
56,JobCat6,married,tertiary,m,yes,low,FF,eliminated
42,JobCat11,single,secondary,m,yes,low,FF,eliminated
41,JobCat6,divorced,tertiary,m,yes,low,FF,eliminated
53,JobCat3,married,primary,m,yes,low,FF,eliminated
41,JobCat9,single,tertiary,m,yes,low,FF,eliminated
29,JobCat6,married,tertiary,m,yes,low,FF,eliminated
59,JobCat2,married,tertiary,m,no,low,FF,eliminated
60,JobCat9,married,primary,m,yes,low,FF,eliminated
34,JobCat9,single,secondary,m,yes,low,FF,eliminated
36,JobCat4,married,secondary,m,yes,low,FF,eliminated
34,JobCat3,married,secondary,m,no,low,FF,eliminated
41,JobCat3,married,primary,m,yes,low,FF,elected
26,JobCat8,married,tertiary,m,yes,low,FF,eliminated
34,JobCat3,single,secondary,m,yes,low,FF,eliminated
35,JobCat7,married,secondary,m,yes,low,FF,eliminated
59,JobCat10,married,secondary,m,yes,low,FF,eliminated
56,JobCat9,married,primary,m,no,low,FF,eliminated
30,JobCat9,married,secondary,m,no,low,FF,eliminated
37,JobCat6,divorced,tertiary,m,yes,low,FF,eliminated
58,JobCat2,single,secondary,m,no,low,FF,eliminated
35,JobCat7,single,secondary,m,yes,low,FF,eliminated
42,JobCat11,single,secondary,m,yes,low,FF,eliminated
30,JobCat11,single,secondary,m,yes,low,FF,eliminated
41,JobCat3,divorced,primary,m,yes,low,FF,eliminated
30,JobCat3,single,primary,m,no,low,FF,eliminated
54,JobCat2,divorced,secondary,f,no,low,FF,eliminated
45,JobCat11,married,secondary,m,yes,low,FF,eliminated
54,JobCat6,married,tertiary,m,yes,low,FF,eliminated
32,JobCat9,married,secondary,m,yes,low,FF,eliminated
50,JobCat11,single,secondary,m,no,low,FF,eliminated
43,JobCat11,single,secondary,m,no,low,FF,eliminated
30,JobCat3,married,secondary,m,yes,low,FF,eliminated
40,JobCat10,divorced,secondary,m,no,low,FF,eliminated
30,JobCat9,divorced,secondary,m,yes,low,FF,eliminated
44,JobCat3,divorced,secondary,m,yes,low,FF,eliminated
41,JobCat3,married,secondary,m,yes,low,FF,eliminated
52,JobCat9,married,secondary,m,yes,low,FF,eliminated
32,JobCat8,married,secondary,m,no,low,FF,eliminated
40,JobCat9,married,secondary,m,yes,low,FF,eliminated
28,JobCat7,married,secondary,m,yes,low,FF,eliminated
29,JobCat9,single,primary,m,yes,low,FF,eliminated
31,unknown,married,secondary,m,no,low,FF,eliminated
27,JobCat11,single,secondary,m,yes,low,FF,eliminated
45,JobCat3,married,primary,m,yes,low,FF,eliminated
30,JobCat6,single,tertiary,m,yes,low,FF,eliminated
25,JobCat7,married,secondary,m,no,low,FF,eliminated
29,JobCat7,single,secondary,m,yes,low,FF,eliminated
45,JobCat3,married,secondary,m,no,low,FF,eliminated
26,JobCat11,single,secondary,m,yes,low,FF,eliminated
46,JobCat6,married,tertiary,m,yes,low,FF,eliminated
41,JobCat11,divorced,secondary,m,yes,low,FF,eliminated
27,JobCat3,single,secondary,m,yes,low,FF,eliminated
33,JobCat7,divorced,secondary,m,yes,low,FF,eliminated
33,JobCat6,divorced,tertiary,m,yes,low,FF,eliminated
31,JobCat6,married,tertiary,m,no,low,FF,eliminated
37,JobCat9,married,secondary,m,no,low,FF,eliminated
47,JobCat3,divorced,secondary,m,yes,low,FF,eliminated
27,JobCat11,married,secondary,m,no,low,FF,eliminated
25,JobCat4,single,tertiary,m,no,low,FF,eliminated
59,JobCat3,married,primary,m,yes,low,FF,eliminated
28,JobCat3,single,secondary,m,yes,low,FF,eliminated
30,JobCat9,married,secondary,m,yes,low,FF,eliminated
29,JobCat9,single,tertiary,m,no,low,FF,eliminated
32,JobCat3,married,secondary,m,no,low,FF,eliminated
28,JobCat3,single,primary,m,yes,low,FF,eliminated
28,JobCat6,single,secondary,m,yes,low,FF,eliminated
54,JobCat4,married,tertiary,m,no,low,FF,eliminated
24,JobCat4,single,secondary,m,yes,low,FF,eliminated
41,JobCat9,married,secondary,m,yes,low,FF,eliminated
31,JobCat9,single,unknown,m,no,low,FF,eliminated
33,JobCat6,married,tertiary,m,yes,low,FF,eliminated
42,JobCat6,married,primary,m,yes,low,FF,eliminated
37,JobCat8,single,tertiary,m,yes,low,FF,eliminated
32,JobCat9,divorced,tertiary,m,no,low,FF,eliminated
31,JobCat7,single,secondary,m,yes,low,FF,eliminated
57,JobCat6,divorced,tertiary,m,no,low,FF,eliminated
30,JobCat11,married,secondary,m,yes,low,FF,eliminated
30,JobCat7,married,secondary,m,no,low,FF,eliminated
27,JobCat3,single,primary,m,yes,low,FF,eliminated
40,JobCat11,married,secondary,m,yes,low,FF,eliminated
58,JobCat9,married,unknown,m,yes,low,FF,eliminated
55,JobCat3,married,secondary,m,yes,low,FF,eliminated
42,JobCat9,married,secondary,m,yes,low,FF,eliminated
32,JobCat6,divorced,tertiary,m,no,low,FF,eliminated
28,JobCat10,single,secondary,m,no,low,FF,eliminated
30,JobCat11,divorced,secondary,m,yes,low,FF,eliminated
58,JobCat9,married,secondary,m,yes,low,FF,eliminated
40,JobCat3,married,primary,m,yes,low,FF,elected
25,JobCat9,single,secondary,m,yes,low,FF,eliminated
42,JobCat1,married,primary,m,yes,low,FF,eliminated
29,JobCat7,single,unknown,m,yes,low,FF,eliminated
35,JobCat6,married,tertiary,m,yes,low,FF,eliminated
40,JobCat10,married,tertiary,m,yes,low,FF,eliminated
43,JobCat11,single,secondary,m,no,low,FF,eliminated
30,JobCat3,divorced,primary,m,yes,low,FF,eliminated
27,JobCat3,married,secondary,m,no,low,FF,eliminated
52,JobCat6,married,secondary,m,no,low,FF,eliminated
28,JobCat10,single,tertiary,m,no,low,FF,eliminated
33,JobCat11,divorced,secondary,m,yes,low,FF,eliminated
29,JobCat6,single,tertiary,m,yes,low,FF,elected
44,JobCat9,married,secondary,m,yes,low,FF,eliminated
43,JobCat6,married,tertiary,m,yes,low,FF,eliminated
29,JobCat11,single,tertiary,m,no,low,FF,eliminated
36,JobCat3,married,secondary,m,yes,low,FF,eliminated
40,JobCat6,married,secondary,m,yes,low,FF,eliminated
58,JobCat7,married,primary,m,no,low,FF,eliminated
60,JobCat11,divorced,secondary,m,yes,low,FF,eliminated
26,JobCat3,single,secondary,m,no,low,FF,elected
32,JobCat9,single,secondary,m,yes,low,FF,eliminated
45,JobCat3,married,secondary,m,yes,low,FF,eliminated
47,JobCat8,married,tertiary,m,no,low,FF,eliminated
49,JobCat2,divorced,secondary,m,yes,low,FF,eliminated
33,JobCat6,single,secondary,m,yes,low,FF,eliminated
25,JobCat8,divorced,secondary,m,yes,low,FF,eliminated
42,JobCat9,married,secondary,m,no,low,FF,eliminated
31,JobCat3,single,tertiary,m,yes,low,FF,eliminated
55,JobCat9,married,secondary,m,yes,low,FF,eliminated
46,JobCat4,married,secondary,m,no,low,FF,eliminated
31,JobCat6,married,tertiary,m,yes,low,FF,eliminated
40,JobCat3,married,primary,m,yes,low,FF,eliminated
35,JobCat3,married,secondary,m,yes,low,FF,eliminated
49,JobCat3,married,primary,m,yes,low,FF,eliminated
31,JobCat11,married,secondary,m,yes,low,FF,eliminated
28,JobCat3,married,primary,m,no,low,FF,eliminated
56,JobCat9,divorced,secondary,m,yes,low,FF,eliminated
31,JobCat9,married,secondary,m,yes,low,FF,eliminated
30,JobCat8,single,secondary,m,yes,low,FF,eliminated
31,JobCat3,single,tertiary,m,no,low,FF,elected
34,JobCat8,married,secondary,m,yes,low,FF,elected
37,JobCat3,married,secondary,m,yes,low,FF,eliminated
46,JobCat7,married,secondary,m,yes,low,FF,eliminated
54,JobCat3,married,secondary,m,no,low,FF,eliminated
33,JobCat3,married,secondary,m,yes,low,FF,eliminated
58,JobCat3,married,primary,m,yes,low,FF,eliminated
48,JobCat3,married,primary,m,yes,low,FF,eliminated
46,JobCat7,married,secondary,m,yes,low,FF,eliminated
35,JobCat10,married,secondary,m,no,low,FF,eliminated
32,JobCat11,married,secondary,m,yes,low,FF,eliminated
